,4
2998,7
2999,7
3000,4
3001,4
3002,0
3003,1
3004,7
3005,6
3006,1
3007,2
3008,6
3009,0
3010,3
3011,2
3012,4
3013,6
3014,1
3015,4
3016,4
3017,7
3018,2
3019,4
3020,0
3021,4
3022,2
3023,0
3024,0
3025,1
3026,6
3027,5
3028,7
3029,5
3030,7
3031,1
3032,4
3033,6
3034,1
3035,3
3036,2
3037,5
3038,5
3039,7
3040,5
3041,6
3042,3
3043,2
3044,5
3045,6
3046,2
3047,1
3048,5
3049,4
3050,0
3051,6
3052,1
3053,3
3054,4
3055,7
3056,2
3057,6
3058,0
3059,3
3060,5
3061,0
3062,5
3063,7
3064,4
3065,6
3066,5
3067,6
3068,6
3069,2
3070,7
3071,6
3072,6
3073,5
3074,1
3075,2
3076,5
3077,2
3078,2
3079,6
3080,0
3081,6
3082,0
3083,5
3084,6
3085,4
3086,7
3087,6
3088,1
3089,0
3090,0
3091,7
3092,3
3093,4
3094,6
3095,1
3096,1
3097,0
3098,4
3099,6
3100,7
3101,0
3102,6
3103,7
3104,7
3105,1
3106,6
3107,3
3108,5
3109,4
3110,4
3111,3
3112,7
3113,7
3114,2
3115,3
3116,7
3117,0
3118,3
3119,2
3120,2
3121,0
3122,0
3123,5
3124,7
3125,4
3126,6
3127,1
3128,6
3129,1
3130,1
3131,3
3132,7
3133,3
3134,3
3135,7
3136,5
3137,5
3138,2
3139,7
3140,4
3141,7
3142,6
3143,2
3144,3
3145,2
3146,1
3147,7
3148,5
3149,5
3150,3
3151,6
3152,3
3153,1
3154,6
3155,4
3156,4
3157,2
3158,3
3159,0
3160,4
3161,0
3162,7
3163,5
3164,5
3165,0
3166,4
3167,3
3168,5
3169,4
3170,3
3171,4
3172,7
3173,0
3174,6
3175,6
3176,5
3177,1
3178,1
3179,0
3180,2
3181,0
3182,7
3183,1
3184,4
3185,6
3186,7
3187,1
3188,2
3189,6
3190,1
3191,4
3192,2
3193,0
3194,0
3195,4
3196,2
3197,6
3198,5
3199,7
3200,3
3201,3
3202,4
3203,6
3204,5
3205,6
3206,1
3207,1
3208,5
3209,6
3210,2
3211,5
3212,5
3213,0
3214,5
3215,5
3216,4
3217,0
3218,6
3219,4
3220,3
3221,4
3222,7
3223,6
3224,5
3225,6
3226,4
3227,1
3228,0
3229,6
3230,1
3231,5
3232,0
3233,3
3234,0
3235,2
3236,3
3237,6
3238,4
3239,2
3240,2
3241,6
3242,3
3243,5
3244,1
3245,7
3246,1
3247,7
3248,0
3249,0
3250,6
3251,4
3252,2
3253,2
3254,6
3255,5
3256,5
3257,3
3258,6
3259,7
3260,6
3261,2
3262,3
3263,1
3264,5
3265,4
3266,3
3267,0
3268,6
3269,0
3270,7
3271,2
3272,0
3273,0
3274,6
3275,1
3276,6
3277,2
3278,6
3279,5
3280,7
3281,5
3282,1
3283,4
3284,5
3285,1
3286,7
3287,6
3288,3
3289,4
3290,6
3291,0
3292,7
3293,7
3294,6
3295,0
3296,4
3297,2
3298,2
3299,7
3300,1
3301,3
3302,4
3303,5
3304,1
3305,7
3306,1
3307,3
3308,1
3309,4
3310,4
3311,1
3312,4
3313,7
3314,6
3315,5
3316,7
3317,7
3318,4
3319,0
3320,3
3321,7
3322,1
3323,1
3324,3
3325,0
3326,7
3327,7
3328,6
3329,4
3330,1
3331,4
3332,0
3333,0
3334,5
3335,6
3336,7
3337,4
3338,0
3339,4
3340,0
3341,4
3342,7
3343,2
3344,1
3345,5
3346,7
3347,3
3348,1
3349,7
3350,1
3351,3
3352,5
3353,1
3354,1
3355,0
3356,1
3357,2
3358,2
3359,1
3360,1
3361,2
3362,5
3363,4
3364,0
3365,0
3366,5
3367,0
3368,6
3369,0
3370,3
3371,1
3372,2
3373,5
3374,7
3375,4
3376,5
3377,1
3378,0
3379,5
3380,1
3381,1
3382,5
3383,5
3384,7
3385,5
3386,7
3387,5
3388,3
3389,4
3390,6
3391,2
3392,1
3393,3
3394,0
3395,7
3396,6
3397,6
3398,7
3399,2
3400,0
3401,4
3402,7
3403,2
3404,0
3405,0
3406,7
3407,1
3408,7
3409,5
3410,4
3411,7
3412,6
3413,0
3414,2
3415,3
3416,2
3417,5
3418,7
3419,4
3420,2
3421,6
3422,1
3423,3
3424,7
3425,2
3426,5
3427,4
3428,3
3429,5
3430,3
3431,7
3432,6
3433,3
3434,6
3435,5
3436,5
3437,3
3438,1
3439,7
3440,4
3441,3
3442,5
3443,1
3444,5
3445,5
3446,6
3447,4
3448,1
3449,4
3450,6
3451,3
3452,2
3453,5
3454,3
3455,0
3456,2
3457,6
3458,3
3459,7
3460,5
3461,1
3462,4
3463,2
3464,1
3465,2
3466,6
3467,1
3468,0
3469,6
3470,4
3471,3
3472,7
3473,4
3474,1
3475,6
3476,6
3477,6
3478,2
3479,6
3480,3
3481,7
3482,3
3483,5
3484,2
3485,3
3486,1
3487,7
3488,3
3489,7
3490,6
3491,2
3492,5
3493,6
3494,3
3495,4
3496,4
3497,2
3498,4
3499,4
3500,6
3501,3
3502,5
3503,6
3504,1
3505,7
3506,6
3507,0
3508,0
3509,4
3510,6
3511,3
3512,1
3513,5
3514,4
3515,5
3516,4
3517,1
3518,3
3519,2
3520,7
3521,0
3522,3
3523,1
3524,3
3525,7
3526,4
3527,7
3528,1
3529,0
3530,1
3531,1
3532,1
3533,7
3534,4
3535,4
3536,2
3537,6
3538,6
3539,6
3540,0
3541,4
3542,3
3543,4
3544,6
3545,7
3546,5
3547,5
3548,6
3549,1
3550,0
3551,5
3552,7
3553,7
3554,2
3555,0
3556,6
3557,4
3558,0
3559,7
3560,1
3561,7
3562,7
3563,0
3564,6
3565,2
3566,3
3567,0
3568,6
3569,0
3570,6
3571,3
3572,1
3573,6
3574,4
3575,2
3576,3
3577,7
3578,6
3579,3
3580,1
3581,4
3582,3
3583,1
3584,4
3585,2
3586,3
3587,6
3588,1
3589,1
3590,1
3591,2
3592,7
3593,0
3594,0
3595,4
3596,6
3597,4
3598,5
3599,6
3600,7
3601,2
3602,1
3603,6
3604,3
3605,7
3606,3
3607,5
3608,1
3609,0
3610,3
3611,4
3612,6
3613,0
3614,0
3615,6
3616,3
3617,1
3618,5
3619,2
3620,3
3621,0
3622,4
3623,4
3624,4
3625,0
3626,4
3627,1
3628,1
3629,1
3630,1
3631,3
3632,4
3633,0
3634,3
3635,7
3636,5
3637,2
3638,2
3639,7
3640,4
3641,7
3642,0
3643,0
3644,0
3645,4
3646,4
3647,5
3648,1
3649,5
3650,3
3651,6
3652,0
3653,7
3654,4
3655,6
3656,4
3657,0
3658,4
3659,7
3660,7
3661,3
3662,1
3663,7
3664,3
3665,0
3666,3
3667,6
3668,6
3669,6
3670,0
3671,3
3672,0
3673,7
3674,3
3675,4
3676,3
3677,4
3678,3
3679,3
3680,1
3681,6
3682,6
3683,0
3684,5
3685,0
3686,7
3687,3
3688,4
3689,7
3690,5
3691,5
3692,0
3693,3
3694,2
3695,0
3696,1
3697,1
3698,7
3699,0
3700,1
3701,4
3702,2
3703,3
3704,5
3705,3
3706,3
3707,6
3708,1
3709,5
3710,7
3711,5
3712,2
3713,1
3714,4
3715,7
3716,7
3717,6
3718,2
3719,1
3720,6
3721,0
3722,3
3723,1
3724,4
3725,0
3726,7
3727,6
3728,7
3729,0
3730,2
3731,5
3732,0
3733,6
3734,5
3735,0
3736,0
3737,6
3738,4
3739,6
3740,0
3741,3
3742,5
3743,2
3744,3
3745,2
3746,1
3747,3
3748,3
3749,4
3750,7
3751,7
3752,5
3753,1
3754,2
3755,4
3756,7
3757,3
3758,6
3759,6
3760,1
3761,0
3762,0
3763,5
3764,6
3765,5
3766,0
3767,3
3768,5
3769,2
3770,2
3771,4
3772,5
3773,0
3774,0
3775,6
3776,7
3777,3
3778,7
3779,0
3780,0
3781,4
3782,1
3783,3
3784,5
3785,6
3786,3
3787,5
3788,2
3789,1
3790,0
3791,3
3792,3
3793,0
3794,5
3795,2
3796,5
3797,2
3798,7
3799,4
3800,6
3801,4
3802,5
3803,6
3804,7
3805,4
3806,1
3807,5
3808,3
3809,0
3810,6
3811,4
3812,5
3813,0
3814,5
3815,2
3816,1
3817,3
3818,7
3819,7
3820,5
3821,5
3822,7
3823,2
3824,2
3825,0
3826,2
3827,3
3828,0
3829,2
3830,2
3831,6
3832,2
3833,5
3834,4
3835,4
3836,7
3837,6
3838,1
3839,4
3840,5
3841,7
3842,1
3843,3
3844,0
3845,1
3846,7
3847,3
3848,3
3849,4
3850,1
3851,0
3852,6
3853,5
3854,5
3855,4
3856,7
3857,2
3858,5
3859,4
3860,5
3861,2
3862,5
3863,1
3864,0
3865,2
3866,5
3867,0
3868,4
3869,5
3870,4
3871,1
3872,2
3873,0
3874,7
3875,6
3876,6
3877,3
3878,0
3879,3
3880,2
3881,5
3882,1
3883,1
3884,1
3885,5
3886,6
3887,0
3888,0
3889,5
3890,4
3891,6
3892,3
3893,2
3894,5
3895,6
3896,1
3897,0
3898,0
3899,7
3900,0
3901,2
3902,6
3903,3
3904,4
3905,0
3906,4
3907,3
3908,3
3909,4
3910,7
3911,4
3912,7
3913,3
3914,1
3915,2
3916,1
3917,0
3918,7
3919,4
3920,0
3921,7
3922,5
3923,7
3924,6
3925,0
3926,3
3927,6
3928,1
3929,6
3930,2
3931,3
3932,6
3933,1
3934,1
3935,4
3936,5
3937,0
3938,2
3939,6
3940,0
3941,5
3942,4
3943,5
3944,5
3945,6
3946,4
3947,3
3948,1
3949,2
3950,0
3951,7
3952,3
3953,1
3954,0
3955,3
3956,4
3957,4
3958,0
3959,5
3960,2
3961,2
3962,1
3963,2
3964,3
3965,3
3966,2
3967,0
3968,6
3969,6
3970,5
3971,0
3972,3
3973,4
3974,3
3975,5
3976,3
3977,1
3978,4
3979,7
3980,0
3981,1
3982,4
3983,5
3984,4
3985,2
3986,7
3987,1
3988,2
3989,3
3990,2
3991,0
3992,3
3993,3
3994,5
3995,0
3996,0
3997,0
3998,1
3999,5
4000,4
4001,3
4002,3
4003,1
4004,2
4005,1
4006,4
4007,3
4008,3
4009,0
4010,2
4011,0
4012,0
4013,1
4014,6
4015,1
4016,6
4017,3
4018,1
4019,3
4020,6
4021,5
4022,7
4023,5
4024,3
4025,3
4026,3
4027,6
4028,5
4029,5
4030,7
4031,5
4032,3
4033,3
4034,2
4035,3
4036,2
4037,6
4038,6
4039,2
4040,0
4041,3
4042,4
4043,4
4044,6
4045,4
4046,6
4047,1
4048,5
4049,5
4050,7
4051,3
4052,1
4053,4
4054,2
4055,3
4056,1
4057,2
4058,6
4059,6
4060,0
4061,3
4062,3
4063,3
4064,6
4065,3
4066,7
4067,5
4068,7
4069,2
4070,7
4071,4
4072,2
4073,4
4074,2
4075,0
4076,6
4077,7
4078,6
4079,0
4080,3
4081,2
4082,0
4083,5
4084,5
4085,6
4086,2
4087,1
4088,0
4089,6
4090,3
4091,4
4092,4
4093,5
4094,7
4095,2
4096,3
4097,2
4098,5
4099,6
4100,3
4101,3
4102,2
4103,0
4104,7
4105,7
4106,7
4107,7
4108,3
4109,6
4110,1
4111,3
4112,0
4113,7
4114,4
4115,3
4116,7
4117,1
4118,1
4119,0
4120,5
4121,1
4122,7
4123,1
4124,6
4125,1
4126,3
4127,7
4128,7
4129,4
4130,4
4131,5
4132,1
4133,1
4134,2
4135,5
4136,1
4137,1
4138,4
4139,6
4140,6
4141,5
4142,7
4143,1
4144,6
4145,3
4146,6
4147,3
4148,2
4149,7
4150,3
4151,7
4152,5
4153,6
4154,5
4155,0
4156,5
4157,1
4158,4
4159,2
4160,0
4161,3
4162,3
4163,1
4164,3
4165,4
4166,5
4167,0
4168,5
4169,7
4170,3
4171,3
4172,2
4173,6
4174,3
4175,2
4176,3
4177,3
4178,7
4179,0
4180,3
4181,5
4182,5
4183,0
4184,0
4185,0
4186,2
4187,7
4188,5
4189,4
4190,2
4191,7
4192,6
4193,0
4194,4
4195,7
4196,1
4197,4
4198,5
4199,2
4200,5
4201,0
4202,2
4203,3
4204,4
4205,0
4206,0
4207,6
4208,2
4209,2
4210,4
4211,1
4212,3
4213,0
4214,6
4215,5
4216,0
4217,0
4218,2
4219,5
4220,6
4221,3
4222,3
4223,4
4224,4
4225,3
4226,1
4227,6
4228,7
4229,5
4230,4
4231,0
4232,6
4233,5
4234,7
4235,6
4236,2
4237,3
4238,1
4239,3
4240,0
4241,4
4242,4
4243,2
4244,1
4245,3
4246,4
4247,1
4248,4
4249,2
4250,6
4251,1
4252,0
4253,6
4254,0
4255,5
4256,7
4257,3
4258,1
4259,5
4260,7
4261,4
4262,7
4263,1
4264,2
4265,2
4266,7
4267,3
4268,5
4269,1
4270,7
4271,6
4272,3
4273,0
4274,7
4275,5
4276,4
4277,4
4278,6
4279,4
4280,7
4281,4
4282,5
4283,2
4284,0
4285,3
4286,5
4287,5
4288,1
4289,1
4290,3
4291,4
4292,0
4293,2
4294,6
4295,6
4296,5
4297,0
4298,4
4299,6
4300,3
4301,3
4302,5
4303,6
4304,0
4305,6
4306,7
4307,3
4308,2
4309,7
4310,1
4311,4
4312,5
4313,3
4314,2
4315,2
4316,7
4317,7
4318,4
4319,1
4320,6
4321,6
4322,0
4323,4
4324,4
4325,2
4326,5
4327,6
4328,2
4329,5
4330,7
4331,6
4332,6
4333,5
4334,6
4335,6
4336,3
4337,6
4338,1
4339,4
4340,0
4341,7
4342,5
4343,3
4344,4
4345,2
4346,5
4347,5
4348,6
4349,3
4350,4
4351,5
4352,0
4353,3
4354,2
4355,4
4356,2
4357,4
4358,3
4359,2
4360,0
4361,2
4362,4
4363,4
4364,5
4365,6
4366,4
4367,6
4368,4
4369,4
4370,1
4371,6
4372,2
4373,3
4374,2
4375,1
4376,0
4377,6
4378,3
4379,7
4380,6
4381,4
4382,5
4383,5
4384,6
4385,0
4386,6
4387,5
4388,7
4389,4
4390,2
4391,3
4392,2
4393,0
4394,5
4395,1
4396,5
4397,6
4398,4
4399,6
4400,2
4401,0
4402,1
4403,2
4404,6
4405,6
4406,3
4407,2
4408,6
4409,1
4410,7
4411,7
4412,7
4413,1
4414,4
4415,4
4416,2
4417,7
4418,1
4419,5
4420,2
4421,3
4422,4
4423,2
4424,7
4425,1
4426,0
4427,7
4428,1
4429,3
4430,0
4431,1
4432,7
4433,6
4434,6
4435,7
4436,0
4437,6
4438,0
4439,6
4440,1
4441,2
4442,2
4443,3
4444,5
4445,3
4446,1
4447,7
4448,4
4449,7
4450,3
4451,7
4452,1
4453,2
4454,5
4455,6
4456,2
4457,7
4458,3
4459,1
4460,3
4461,5
4462,0
4463,0
4464,3
4465,0
4466,1
4467,4
4468,3
4469,7
4470,4
4471,0
4472,0
4473,5
4474,3
4475,6
4476,1
4477,5
4478,4
4479,0
4480,3
4481,0
4482,0
4483,1
4484,1
4485,4
4486,3
4487,0
4488,6
4489,4
4490,4
4491,7
4492,3
4493,5
4494,6
4495,5
4496,6
4497,5
4498,3
4499,7
4500,5
4501,0
4502,1
4503,1
4504,3
4505,7
4506,3
4507,6
4508,4
4509,4
4510,1
4511,2
4512,0
4513,7
4514,2
4515,5
4516,2
4517,0
4518,7
4519,5
4520,0
4521,3
4522,0
4523,7
4524,0
4525,7
4526,1
4527,5
4528,7
4529,2
4530,2
4531,7
4532,6
4533,4
4534,3
4535,1
4536,7
4537,1
4538,1
4539,7
4540,0
4541,5
4542,3
4543,6
4544,0
4545,6
4546,6
4547,3
4548,6
4549,1
4550,0
4551,3
4552,3
4553,1
4554,6
4555,0
4556,0
4557,7
4558,2
4559,7
4560,6
4561,2
4562,1
4563,4
4564,7
4565,7
4566,4
4567,2
4568,3
4569,2
4570,2
4571,5
4572,0
4573,4
4574,2
4575,7
4576,5
4577,1
4578,4
4579,6
4580,6
4581,4
4582,4
4583,2
4584,5
4585,3
4586,5
4587,1
4588,0
4589,6
4590,0
4591,0
4592,3
4593,6
4594,2
4595,6
4596,3
4597,1
4598,3
4599,0
4600,6
4601,6
4602,0
4603,6
4604,5
4605,1
4606,5
4607,0
4608,1
4609,7
4610,5
4611,6
4612,6
4613,7
4614,4
4615,5
4616,7
4617,0
4618,1
4619,6
4620,7
4621,5
4622,1
4623,1
4624,2
4625,0
4626,4
4627,5
4628,5
4629,5
4630,6
4631,3
4632,1
4633,5
4634,6
4635,4
4636,6
4637,3
4638,6
4639,0
4640,6
4641,5
4642,1
4643,5
4644,7
4645,2
4646,7
4647,1
4648,1
4649,2
4650,1
4651,4
4652,7
4653,2
4654,1
4655,5
4656,0
4657,3
4658,7
4659,6
4660,4
4661,1
4662,1
4663,4
4664,0
4665,6
4666,7
4667,2
4668,2
4669,0
4670,6
4671,2
4672,4
4673,6
4674,5
4675,1
4676,0
4677,5
4678,7
4679,7
4680,5
4681,4
4682,2
4683,7
4684,1
4685,7
4686,2
4687,6
4688,6
4689,7
4690,4
4691,5
4692,6
4693,1
4694,4
4695,2
4696,0
4697,5
4698,4
4699,6
4700,4
4701,0
4702,5
4703,2
4704,0
4705,2
4706,7
4707,2
4708,5
4709,5
4710,2
4711,1
4712,5
4713,0
4714,3
4715,7
4716,4
4717,4
4718,1
4719,2
4720,1
4721,4
4722,7
4723,4
4724,7
4725,4
4726,3
4727,1
4728,1
4729,1
4730,3
4731,7
4732,0
4733,5
4734,3
4735,2
4736,1
4737,4
4738,5
4739,2
4740,4
4741,7
4742,7
4743,2
4744,6
4745,1
4746,7
4747,2
4748,2
4749,2
4750,3
4751,3
4752,7
4753,3
4754,4
4755,1
4756,4
4757,0
4758,7
4759,4
4760,5
4761,3
4762,3
4763,0
4764,6
4765,0
4766,7
4767,7
4768,0
4769,5
4770,4
4771,2
4772,2
4773,1
4774,6
4775,4
4776,5
4777,1
4778,1
4779,6
4780,7
4781,6
4782,1
4783,5
4784,2
4785,7
4786,1
4787,0
4788,5
4789,0
4790,6
4791,3
4792,1
4793,5
4794,3
4795,1
4796,6
4797,7
4798,0
4799,2
4800,5
4801,4
4802,0
4803,6
4804,4
4805,7
4806,0
4807,2
4808,1
4809,6
4810,1
4811,4
4812,3
4813,3
4814,6
4815,1
4816,1
4817,4
4818,4
4819,7
4820,3
4821,4
4822,3
4823,2
4824,5
4825,3
4826,5
4827,3
4828,5
4829,1
4830,2
4831,2
4832,3
4833,1
4834,4
4835,3
4836,5
4837,7
4838,6
4839,5
4840,3
4841,0
4842,7
4843,7
4844,3
4845,6
4846,7
4847,6
4848,3
4849,4
4850,6
4851,0
4852,4
4853,7
4854,2
4855,3
4856,7
4857,1
4858,0
4859,3
4860,2
4861,7
4862,0
4863,3
4864,6
4865,5
4866,0
4867,3
4868,0
4869,7
4870,2
4871,6
4872,6
4873,2
4874,7
4875,0
4876,0
4877,7
4878,3
4879,4
4880,7
4881,3
4882,7
4883,1
4884,0
4885,5
4886,1
4887,6
4888,7
4889,5
4890,3
4891,0
4892,1
4893,4
4894,5
4895,5
4896,4
4897,5
4898,2
4899,1
4900,4
4901,7
4902,6
4903,2
4904,5
4905,7
4906,7
4907,7
4908,7
4909,2
4910,1
4911,3
4912,6
4913,0
4914,3
4915,0
4916,0
4917,3
4918,4
4919,7
4920,7
4921,0
4922,0
4923,4
4924,3
4925,6
4926,0
4927,5
4928,0
4929,7
4930,3
4931,2
4932,1
4933,2
4934,0
4935,3
4936,7
4937,4
4938,7
4939,7
4940,5
4941,1
4942,0
4943,2
4944,2
4945,1
4946,7
4947,1
4948,3
4949,7
4950,0
4951,2
4952,1
4953,3
4954,1
4955,0
4956,0
4957,0
4958,5
4959,3
4960,1
4961,1
4962,0
4963,5
4964,1
4965,0
4966,4
4967,4
4968,0
4969,4
4970,7
4971,0
4972,4
4973,0
4974,2
4975,4
4976,5
4977,1
4978,6
4979,5
4980,3
4981,0
4982,1
4983,2
4984,7
4985,0
4986,2
4987,4
4988,3
4989,5
4990,2
4991,3
4992,4
4993,6
4994,3
4995,0
4996,2
4997,5
4998,6
4999,4
5000,7
5001,5
5002,6
5003,5
5004,7
5005,0
5006,1
5007,4
5008,4
5009,5
5010,4
5011,0
5012,4
5013,3
5014,3
5015,2
5016,7
5017,2
5018,7
5019,2
5020,1
5021,2
5022,0
5023,5
5024,6
5025,2
5026,1
5027,6
5028,6
5029,7
5030,2
5031,0
5032,4
5033,5
5034,1
5035,3
5036,6
5037,6
5038,6
5039,7
5040,6
5041,2
5042,3
5043,2
5044,5
5045,3
5046,5
5047,3
5048,0
5049,3
5050,7
5051,0
5052,3
5053,6
5054,6
5055,4
5056,0
5057,5
5058,6
5059,2
5060,1
5061,0
5062,0
5063,7
5064,7
5065,0
5066,1
5067,1
5068,1
5069,2
5070,3
5071,6
5072,3
5073,3
5074,6
5075,6
5076,7
5077,1
5078,2
5079,5
5080,5
5081,6
5082,7
5083,0
5084,1
5085,0
5086,5
5087,1
5088,6
5089,0
5090,1
5091,6
5092,6
5093,4
5094,3
5095,4
5096,3
5097,7
5098,7
5099,5
5100,1
5101,1
5102,5
5103,5
5104,4
5105,1
5106,1
5107,1
5108,4
5109,4
5110,5
5111,6
5112,0
5113,3
5114,5
5115,3
5116,5
5117,0
5118,4
5119,1
5120,2
5121,7
5122,1
5123,3
5124,0
5125,7
5126,5
5127,4
5128,1
5129,3
5130,2
5131,4
5132,3
5133,6
5134,5
5135,7
5136,0
5137,5
5138,2
5139,2
5140,0
5141,2
5142,5
5143,6
5144,2
5145,0
5146,7
5147,5
5148,0
5149,1
5150,6
5151,5
5152,2
5153,1
5154,0
5155,2
5156,6
5157,4
5158,5
5159,6
5160,5
5161,3
5162,0
5163,3
5164,7
5165,6
5166,1
5167,5
5168,4
5169,7
5170,0
5171,7
5172,2
5173,0
5174,2
5175,7
5176,3
5177,0
5178,7
5179,6
5180,6
5181,2
5182,0
5183,2
5184,0
5185,6
5186,6
5187,4
5188,2
5189,1
5190,5
5191,4
5192,7
5193,0
5194,2
5195,2
5196,2
5197,7
5198,4
5199,7
5200,3
5201,5
5202,0
5203,0
5204,7
5205,4
5206,1
5207,3
5208,5
5209,1
5210,2
5211,5
5212,1
5213,5
5214,3
5215,0
5216,6
5217,4
5218,0
5219,4
5220,2
5221,1
5222,3
5223,7
5224,5
5225,0
5226,7
5227,1
5228,6
5229,6
5230,1
5231,7
5232,2
5233,4
5234,6
5235,0
5236,0
5237,4
5238,7
5239,1
5240,3
5241,4
5242,4
5243,0
5244,4
5245,7
5246,2
5247,4
5248,5
5249,3
5250,2
5251,7
5252,2
5253,0
5254,6
5255,6
5256,5
5257,0
5258,7
5259,0
5260,4
5261,4
5262,4
5263,1
5264,5
5265,4
5266,6
5267,0
5268,3
5269,1
5270,2
5271,5
5272,5
5273,1
5274,0
5275,5
5276,2
5277,6
5278,5
5279,0
5280,6
5281,4
5282,1
5283,4
5284,3
5285,0
5286,3
5287,3
5288,2
5289,7
5290,6
5291,6
5292,4
5293,7
5294,3
5295,2
5296,0
5297,2
5298,1
5299,7
5300,1
5301,1
5302,2
5303,2
5304,2
5305,1
5306,3
5307,2
5308,1
5309,1
5310,5
5311,3
5312,6
5313,2
5314,6
5315,4
5316,4
5317,4
5318,5
5319,7
5320,5
5321,3
5322,3
5323,3
5324,4
5325,1
5326,2
5327,1
5328,5
5329,2
5330,5
5331,7
5332,3
5333,3
5334,5
5335,5
5336,1
5337,3
5338,3
5339,3
5340,0
5341,4
5342,5
5343,6
5344,4
5345,3
5346,1
5347,7
5348,2
5349,3
5350,7
5351,2
5352,3
5353,3
5354,3
5355,6
5356,7
5357,3
5358,6
5359,3
5360,6
5361,7
5362,0
5363,0
5364,3
5365,2
5366,6
5367,4
5368,7
5369,1
5370,5
5371,3
5372,2
5373,6
5374,0
5375,7
5376,5
5377,0
5378,3
5379,7
5380,3
5381,3
5382,6
5383,5
5384,6
5385,4
5386,6
5387,7
5388,4
5389,5
5390,7
5391,5
5392,0
5393,3
5394,1
5395,1
5396,2
5397,5
5398,1
5399,0
5400,2
5401,3
5402,5
5403,0
5404,7
5405,3
5406,0
5407,2
5408,6
5409,2
5410,4
5411,5
5412,7
5413,5
5414,1
5415,5
5416,3
5417,5
5418,2
5419,2
5420,3
5421,1
5422,5
5423,6
5424,7
5425,3
5426,1
5427,5
5428,7
5429,5
5430,3
5431,4
5432,3
5433,6
5434,5
5435,5
5436,3
5437,3
5438,1
5439,5
5440,7
5441,1
5442,7
5443,0
5444,7
5445,3
5446,1
5447,3
5448,1
5449,5
5450,5
5451,3
5452,0
5453,7
5454,0
5455,4
5456,1
5457,6
5458,0
5459,3
5460,2
5461,4
5462,0
5463,6
5464,2
5465,7
5466,0
5467,7
5468,0
5469,5
5470,5
5471,1
5472,1
5473,0
5474,6
5475,5
5476,4
5477,2
5478,6
5479,3
5480,6
5481,7
5482,2
5483,3
5484,2
5485,3
5486,7
5487,3
5488,3
5489,1
5490,0
5491,4
5492,2
5493,3
5494,6
5495,5
5496,0
5497,7
5498,3
5499,3
5500,1
5501,4
5502,4
5503,1
5504,5
5505,2
5506,7
5507,2
5508,2
5509,5
5510,6
5511,6
5512,1
5513,2
5514,4
5515,0
5516,4
5517,4
5518,0
5519,0
5520,5
5521,0
5522,6
5523,6
5524,7
5525,6
5526,1
5527,0
5528,4
5529,7
5530,7
5531,5
5532,3
5533,4
5534,6
5535,0
5536,3
5537,1
5538,6
5539,4
5540,2
5541,2
5542,7
5543,1
5544,6
5545,7
5546,1
5547,5
5548,5
5549,2
5550,4
5551,2
5552,4
5553,2
5554,4
5555,2
5556,0
5557,4
5558,2
5559,2
5560,0
5561,3
5562,4
5563,0
5564,7
5565,5
5566,1
5567,5
5568,2
5569,3
5570,2
5571,0
5572,4
5573,4
5574,6
5575,5
5576,7
5577,6
5578,2
5579,7
5580,2
5581,6
5582,1
5583,2
5584,7
5585,4
5586,3
5587,4
5588,3
5589,7
5590,1
5591,2
5592,7
5593,1
5594,3
5595,0
5596,5
5597,0
5598,6
5599,7
5600,4
5601,2
5602,4
5603,2
5604,3
5605,3
5606,3
5607,6
5608,7
5609,5
5610,5
5611,1
5612,6
5613,7
5614,7
5615,7
5616,7
5617,5
5618,2
5619,7
5620,7
5621,0
5622,1
5623,2
5624,4
5625,3
5626,6
5627,4
5628,2
5629,2
5630,6
5631,0
5632,7
5633,2
5634,5
5635,0
5636,0
5637,2
5638,0
5639,7
5640,1
5641,1
5642,2
5643,6
5644,2
5645,2
5646,3
5647,2
5648,3
5649,1
5650,7
5651,3
5652,7
5653,2
5654,1
5655,6
5656,0
5657,1
5658,3
5659,6
5660,4
5661,5
5662,2
5663,2
5664,5
5665,5
5666,3
5667,3
5668,3
5669,1
5670,6
5671,2
5672,6
5673,2
5674,5
5675,1
5676,4
5677,4
5678,5
5679,1
5680,1
5681,6
5682,7
5683,5
5684,5
5685,4
5686,5
5687,3
5688,0
5689,4
5690,6
5691,2
5692,2
5693,7
5694,4
5695,1
5696,4
5697,4
5698,5
5699,1
5700,5
5701,5
5702,7
5703,1
5704,4
5705,3
5706,7
5707,2
5708,1
5709,6
5710,1
5711,4
5712,0
5713,6
5714,4
5715,2
5716,4
5717,7
5718,1
5719,4
5720,6
5721,1
5722,3
5723,2
5724,2
5725,1
5726,4
5727,3
5728,5
5729,4
5730,5
5731,1
5732,7
5733,1
5734,4
5735,3
5736,3
5737,5
5738,5
5739,2
5740,5
5741,4
5742,7
5743,4
5744,1
5745,1
5746,3
5747,3
5748,0
5749,3
5750,1
5751,2
5752,7
5753,4
5754,1
5755,1
5756,7
5757,7
5758,3
5759,7
5760,3
5761,7
5762,7
5763,5
5764,4
5765,1
5766,7
5767,4
5768,4
5769,5
5770,0
5771,7
5772,1
5773,3
5774,3
5775,4
5776,2
5777,4
5778,6
5779,2
5780,3
5781,7
5782,0
5783,7
5784,0
5785,4
5786,2
5787,7
5788,3
5789,3
5790,6
5791,3
5792,6
5793,0
5794,7
5795,5
5796,0
